path,label,source
raw/asl_alphabet_train/D/D1384.jpg,D,kaggle_asl_alphabet
raw/asl_alphabet_train/J/J1007.jpg,J,kaggle_asl_alphabet
raw/asl_alphabet_train/K/K2707.jpg,K,kaggle_asl_alphabet
raw/asl_alphabet_train/L/L2679.jpg,L,kaggle_asl_alphabet
raw/asl_alphabet_train/del/del248.jpg,del,kaggle_asl_alphabet
raw/asl_alphabet_train/R/R2265.jpg,R,kaggle_asl_alphabet
raw/asl_alphabet_train/D/D703.jpg,D,kaggle_asl_alphabet
raw/asl_alphabet_train/S/S73.jpg,S,kaggle_asl_alphabet
raw/asl_alphabet_train/D/D2914.jpg,D,kaggle_asl_alphabet
raw/asl_alphabet_train/C/C1759.jpg,C,kaggle_asl_alphabet
raw/asl_alphabet_train/V/V2007.jpg,V,kaggle_asl_alphabet
raw/asl_alphabet_train/F/F574.jpg,F,kaggle_asl_alphabet
raw/asl_alphabet_train/Z/Z2457.jpg,Z,kaggle_asl_alphabet
raw/asl_alphabet_train/X/X645.jpg,X,kaggle_asl_alphabet
raw/asl_alphabet_train/B/B2212.jpg,B,kaggle_asl_alphabet
raw/asl_alphabet_train/C/C870.jpg,C,kaggle_asl_alphabet
raw/asl_alphabet_train/N/N2699.jpg,N,kaggle_asl_alphabet
raw/asl_alphabet_train/H/H1869.jpg,H,kaggle_asl_alphabet
raw/asl_alphabet_train/X/X2304.jpg,X,kaggle_asl_alphabet
raw/asl_alphabet_train/E/E1227.jpg,E,kaggle_asl_alphabet
raw/asl_alphabet_train/G/G2123.jpg,G,kaggle_asl_alphabet
raw/asl_alphabet_train/A/A1625.jpg,A,kaggle_asl_alphabet
raw/asl_alphabet_train/R/R1890.jpg,R,kaggle_asl_alphabet
raw/asl_alphabet_train/B/B1958.jpg,B,kaggle_asl_alphabet
raw/asl_alphabet_train/space/space491.jpg,space,kaggle_asl_alphabet
raw/asl_alphabet_train/R/R2907.jpg,R,kaggle_asl_alphabet
raw/asl_alphabet_train/T/T6.jpg,T,kaggle_asl_alphabet
raw/asl_alphabet_train/M/M1040.jpg,M,kaggle_asl_alphabet
raw/asl_alphabet_train/F/F616.jpg,F,kaggle_asl_alphabet
raw/asl_alphabet_train/W/W2146.jpg,W,kaggle_asl_alphabet
raw/asl_alphabet_train/J/J964.jpg,J,kaggle_asl_alphabet
raw/asl_alphabet_train/I/I881.jpg,I,kaggle_asl_alphabet
raw/asl_alphabet_train/space/space552.jpg,space,kaggle_asl_alphabet
raw/asl_alphabet_train/Y/Y70.jpg,Y,kaggle_asl_alphabet
raw/asl_alphabet_train/del/del512.jpg,del,kaggle_asl_alphabet
raw/asl_alphabet_train/O/O1282.jpg,O,kaggle_asl_alphabet
raw/asl_alphabet_train/nothing/nothing641.jpg,nothing,kaggle_asl_alphabet
raw/asl_alphabet_train/A/A1662.jpg,A,kaggle_asl_alphabet
raw/asl_alphabet_train/D/D1169.jpg,D,kaggle_asl_alphabet
raw/asl_alphabet_train/U/U2828.jpg,U,kaggle_asl_alphabet
raw/asl_alphabet_train/C/C1386.jpg,C,kaggle_asl_alphabet
raw/asl_alphabet_train/nothing/nothing2662.jpg,nothing,kaggle_asl_alphabet
raw/asl_alphabet_train/S/S544.jpg,S,kaggle_asl_alphabet
raw/asl_alphabet_train/Q/Q1652.jpg,Q,kaggle_asl_alphabet
raw/asl_alphabet_train/F/F323.jpg,F,kaggle_asl_alphabet
raw/asl_alphabet_train/Q/Q508.jpg,Q,kaggle_asl_alphabet
raw/asl_alphabet_train/T/T2520.jpg,T,kaggle_asl_alphabet
raw/asl_alphabet_train/R/R1684.jpg,R,kaggle_asl_alphabet
raw/asl_alphabet_train/B/B1751.jpg,B,kaggle_asl_alphabet
raw/asl_alphabet_train/I/I795.jpg,I,kaggle_asl_alphabet
raw/asl_alphabet_train/Z/Z1364.jpg,Z,kaggle_asl_alphabet
raw/asl_alphabet_train/E/E1391.jpg,E,kaggle_asl_alphabet
raw/asl_alphabet_train/A/A2686.jpg,A,kaggle_asl_alphabet
raw/asl_alphabet_train/Z/Z268.jpg,Z,kaggle_asl_alphabet
raw/asl_alphabet_train/I/I1544.jpg,I,kaggle_asl_alphabet
raw/asl_alphabet_train/nothing/nothing170.jpg,nothing,kaggle_asl_alphabet
raw/asl_alphabet_train/Y/Y2386.jpg,Y,kaggle_asl_alphabet
raw/asl_alphabet_train/F/F2311.jpg,F,kaggle_asl_alphabet
raw/asl_alphabet_train/space/space2752.jpg,space,kaggle_asl_alphabet
raw/asl_alphabet_train/H/H2228.jpg,H,kaggle_asl_alphabet
raw/asl_alphabet_train/D/D2844.jpg,D,kaggle_asl_alphabet
raw/asl_alphabet_train/J/J1599.jpg,J,kaggle_asl_alphabet
raw/asl_alphabet_train/space/space2148.jpg,space,kaggle_asl_alphabet
raw/asl_alphabet_train/M/M1380.jpg,M,kaggle_asl_alphabet
raw/asl_alphabet_train/del/del2787.jpg,del,kaggle_asl_alphabet
raw/asl_alphabet_train/E/E35.jpg,E,kaggle_asl_alphabet
raw/asl_alphabet_train/nothing/nothing970.jpg,nothing,kaggle_asl_alphabet
raw/asl_alphabet_train/Z/Z37.jpg,Z,kaggle_asl_alphabet
raw/asl_alphabet_train/del/del1750.jpg,del,kaggle_asl_alphabet
raw/asl_alphabet_train/O/O2324.jpg,O,kaggle_asl_alphabet
raw/asl_alphabet_train/Q/Q936.jpg,Q,kaggle_asl_alphabet
raw/asl_alphabet_train/E/E2369.jpg,E,kaggle_asl_alphabet
raw/asl_alphabet_train/U/U1468.jpg,U,kaggle_asl_alphabet
raw/asl_alphabet_train/X/X2273.jpg,X,kaggle_asl_alphabet
raw/asl_alphabet_train/T/T1173.jpg,T,kaggle_asl_alphabet
raw/asl_alphabet_train/O/O1671.jpg,O,kaggle_asl_alphabet
raw/asl_alphabet_train/L/L639.jpg,L,kaggle_asl_alphabet
raw/asl_alphabet_train/V/V2436.jpg,V,kaggle_asl_alphabet
raw/asl_alphabet_train/del/del1753.jpg,del,kaggle_asl_alphabet
raw/asl_alphabet_train/D/D2860.jpg,D,kaggle_asl_alphabet
raw/asl_alphabet_train/B/B95.jpg,B,kaggle_asl_alphabet
raw/asl_alphabet_train/G/G993.jpg,G,kaggle_asl_alphabet
raw/asl_alphabet_train/nothing/nothing1970.jpg,nothing,kaggle_asl_alphabet
raw/asl_alphabet_train/D/D633.jpg,D,kaggle_asl_alphabet
raw/asl_alphabet_train/X/X2116.jpg,X,kaggle_asl_alphabet
raw/asl_alphabet_train/W/W1479.jpg,W,kaggle_asl_alphabet
raw/asl_alphabet_train/U/U2870.jpg,U,kaggle_asl_alphabet
raw/asl_alphabet_train/A/A2019.jpg,A,kaggle_asl_alphabet
raw/asl_alphabet_train/I/I512.jpg,I,kaggle_asl_alphabet
raw/asl_alphabet_train/P/P1941.jpg,P,kaggle_asl_alphabet
raw/asl_alphabet_train/S/S243.jpg,S,kaggle_asl_alphabet
raw/asl_alphabet_train/A/A1018.jpg,A,kaggle_asl_alphabet
raw/asl_alphabet_train/N/N1442.jpg,N,kaggle_asl_alphabet
raw/asl_alphabet_train/F/F508.jpg,F,kaggle_asl_alphabet
raw/asl_alphabet_train/space/space2635.jpg,space,kaggle_asl_alphabet
raw/asl_alphabet_train/F/F1714.jpg,F,kaggle_asl_alphabet
raw/asl_alphabet_train/A/A2168.jpg,A,kaggle_asl_alphabet
raw/asl_alphabet_train/J/J1039.jpg,J,kaggle_asl_alphabet
raw/asl_alphabet_train/X/X1410.jpg,X,kaggle_asl_alphabet
raw/asl_alphabet_train/A/A1624.jpg,A,kaggle_asl_alphabet
raw/asl_alphabet_train/C/C292.jpg,C,kaggle_asl_alphabet
raw/asl_alphabet_train/Z/Z2158.jpg,Z,kaggle_asl_alphabet
raw/asl_alphabet_train/E/E1576.jpg,E,kaggle_asl_alphabet
raw/asl_alphabet_train/space/space839.jpg,space,kaggle_asl_alphabet
raw/asl_alphabet_train/F/F228.jpg,F,kaggle_asl_alphabet
raw/asl_alphabet_train/E/E337.jpg,E,kaggle_asl_alphabet
raw/asl_alphabet_train/I/I98.jpg,I,kaggle_asl_alphabet
raw/asl_alphabet_train/P/P1834.jpg,P,kaggle_asl_alphabet
raw/asl_alphabet_train/N/N370.jpg,N,kaggle_asl_alphabet
raw/asl_alphabet_train/B/B1600.jpg,B,kaggle_asl_alphabet
raw/asl_alphabet_train/Z/Z2816.jpg,Z,kaggle_asl_alphabet
raw/asl_alphabet_train/O/O1316.jpg,O,kaggle_asl_alphabet
raw/asl_alphabet_train/space/space2983.jpg,space,kaggle_asl_alphabet
raw/asl_alphabet_train/C/C2555.jpg,C,kaggle_asl_alphabet
raw/asl_alphabet_train/B/B1984.jpg,B,kaggle_asl_alphabet
raw/asl_alphabet_train/B/B962.jpg,B,kaggle_asl_alphabet
raw/asl_alphabet_train/Z/Z2062.jpg,Z,kaggle_asl_alphabet
raw/asl_alphabet_train/W/W2494.jpg,W,kaggle_asl_alphabet
raw/asl_alphabet_train/N/N2531.jpg,N,kaggle_asl_alphabet
raw/asl_alphabet_train/D/D3.jpg,D,kaggle_asl_alphabet
raw/asl_alphabet_train/O/O1511.jpg,O,kaggle_asl_alphabet
raw/asl_alphabet_train/del/del312.jpg,del,kaggle_asl_alphabet
raw/asl_alphabet_train/R/R2395.jpg,R,kaggle_asl_alphabet
raw/asl_alphabet_train/W/W433.jpg,W,kaggle_asl_alphabet
raw/asl_alphabet_train/C/C1403.jpg,C,kaggle_asl_alphabet
raw/asl_alphabet_train/D/D2768.jpg,D,kaggle_asl_alphabet
raw/asl_alphabet_train/W/W797.jpg,W,kaggle_asl_alphabet
raw/asl_alphabet_train/T/T1637.jpg,T,kaggle_asl_alphabet
raw/asl_alphabet_train/T/T1423.jpg,T,kaggle_asl_alphabet
raw/asl_alphabet_train/U/U890.jpg,U,kaggle_asl_alphabet
raw/asl_alphabet_train/J/J1834.jpg,J,kaggle_asl_alphabet
raw/asl_alphabet_train/P/P1828.jpg,P,kaggle_asl_alphabet
raw/asl_alphabet_train/R/R300.jpg,R,kaggle_asl_alphabet
raw/asl_alphabet_train/Q/Q1219.jpg,Q,kaggle_asl_alphabet
raw/asl_alphabet_train/D/D2353.jpg,D,kaggle_asl_alphabet
raw/asl_alphabet_train/space/space2284.jpg,space,kaggle_asl_alphabet
raw/asl_alphabet_train/Q/Q284.jpg,Q,kaggle_asl_alphabet
raw/asl_alphabet_train/B/B2403.jpg,B,kaggle_asl_alphabet
raw/asl_alphabet_train/R/R2961.jpg,R,kaggle_asl_alphabet
raw/asl_alphabet_train/M/M2642.jpg,M,kaggle_asl_alphabet
raw/asl_alphabet_train/A/A2232.jpg,A,kaggle_asl_alphabet
raw/asl_alphabet_train/U/U1220.jpg,U,kaggle_asl_alphabet
raw/asl_alphabet_train/X/X731.jpg,X,kaggle_asl_alphabet
raw/asl_alphabet_train/I/I1083.jpg,I,kaggle_asl_alphabet
raw/asl_alphabet_train/S/S358.jpg,S,kaggle_asl_alphabet
raw/asl_alphabet_train/N/N357.jpg,N,kaggle_asl_alphabet
raw/asl_alphabet_train/T/T935.jpg,T,kaggle_asl_alphabet
raw/asl_alphabet_train/Z/Z234.jpg,Z,kaggle_asl_alphabet
raw/asl_alphabet_train/nothing/nothing2237.jpg,nothing,kaggle_asl_alphabet
raw/asl_alphabet_train/W/W52.jpg,W,kaggle_asl_alphabet
raw/asl_alphabet_train/B/B2002.jpg,B,kaggle_asl_alphabet
raw/asl_alphabet_train/del/del594.jpg,del,kaggle_asl_alphabet
raw/asl_alphabet_train/Y/Y536.jpg,Y,kaggle_asl_alphabet
raw/asl_alphabet_train/R/R1609.jpg,R,kaggle_asl_alphabet
raw/asl_alphabet_train/K/K2422.jpg,K,kaggle_asl_alphabet
raw/asl_alphabet_train/Q/Q436.jpg,Q,kaggle_asl_alphabet
raw/asl_alphabet_train/Q/Q2985.jpg,Q,kaggle_asl_alphabet
raw/asl_alphabet_train/T/T2525.jpg,T,kaggle_asl_alphabet
raw/asl_alphabet_train/D/D1493.jpg,D,kaggle_asl_alphabet
raw/asl_alphabet_train/K/K1167.jpg,K,kaggle_asl_alphabet
raw/asl_alphabet_train/T/T2783.jpg,T,kaggle_asl_alphabet
raw/asl_alphabet_train/G/G1643.jpg,G,kaggle_asl_alphabet
raw/asl_alphabet_train/X/X1317.jpg,X,kaggle_asl_alphabet
raw/asl_alphabet_train/V/V1472.jpg,V,kaggle_asl_alphabet
raw/asl_alphabet_train/space/space2848.jpg,space,kaggle_asl_alphabet
raw/asl_alphabet_train/E/E549.jpg,E,kaggle_asl_alphabet
raw/asl_alphabet_train/Q/Q857.jpg,Q,kaggle_asl_alphabet
raw/asl_alphabet_train/O/O1859.jpg,O,kaggle_asl_alphabet
raw/asl_alphabet_train/nothing/nothing2932.jpg,nothing,kaggle_asl_alphabet
raw/asl_alphabet_train/M/M828.jpg,M,kaggle_asl_alphabet
raw/asl_alphabet_train/F/F1382.jpg,F,kaggle_asl_alphabet
raw/asl_alphabet_train/N/N2195.jpg,N,kaggle_asl_alphabet
raw/asl_alphabet_train/space/space669.jpg,space,kaggle_asl_alphabet
raw/asl_alphabet_train/T/T304.jpg,T,kaggle_asl_alphabet
raw/asl_alphabet_train/F/F1875.jpg,F,kaggle_asl_alphabet
raw/asl_alphabet_train/Z/Z616.jpg,Z,kaggle_asl_alphabet
raw/asl_alphabet_train/Q/Q1847.jpg,Q,kaggle_asl_alphabet
raw/asl_alphabet_train/N/N60.jpg,N,kaggle_asl_alphabet
raw/asl_alphabet_train/E/E348.jpg,E,kaggle_asl_alphabet
raw/asl_alphabet_train/W/W1185.jpg,W,kaggle_asl_alphabet
raw/asl_alphabet_train/nothing/nothing2064.jpg,nothing,kaggle_asl_alphabet
raw/asl_alphabet_train/T/T1874.jpg,T,kaggle_asl_alphabet
raw/asl_alphabet_train/E/E307.jpg,E,kaggle_asl_alphabet
raw/asl_alphabet_train/E/E68.jpg,E,kaggle_asl_alphabet
raw/asl_alphabet_train/A/A1187.jpg,A,kaggle_asl_alphabet
raw/asl_alphabet_train/Z/Z1519.jpg,Z,kaggle_asl_alphabet
raw/asl_alphabet_train/F/F1839.jpg,F,kaggle_asl_alphabet
raw/asl_alphabet_train/L/L285.jpg,L,kaggle_asl_alphabet
raw/asl_alphabet_train/E/E608.jpg,E,kaggle_asl_alphabet
raw/asl_alphabet_train/P/P95.jpg,P,kaggle_asl_alphabet
raw/asl_alphabet_train/Z/Z1137.jpg,Z,kaggle_asl_alphabet
raw/asl_alphabet_train/B/B1337.jpg,B,kaggle_asl_alphabet
raw/asl_alphabet_train/L/L1283.jpg,L,kaggle_asl_alphabet
raw/asl_alphabet_train/nothing/nothing434.jpg,nothing,kaggle_asl_alphabet
raw/asl_alphabet_train/space/space2006.jpg,space,kaggle_asl_alphabet
raw/asl_alphabet_train/X/X1287.jpg,X,kaggle_asl_alphabet
raw/asl_alphabet_train/M/M2560.jpg,M,kaggle_asl_alphabet
raw/asl_alphabet_train/B/B2008.jpg,B,kaggle_asl_alphabet
raw/asl_alphabet_train/M/M1211.jpg,M,kaggle_asl_alphabet
raw/asl_alphabet_train/P/P363.jpg,P,kaggle_asl_alphabet
raw/asl_alphabet_train/X/X493.jpg,X,kaggle_asl_alphabet
raw/asl_alphabet_train/V/V1227.jpg,V,kaggle_asl_alphabet
raw/asl_alphabet_train/J/J1842.jpg,J,kaggle_asl_alphabet
raw/asl_alphabet_train/H/H2686.jpg,H,kaggle_asl_alphabet
raw/asl_alphabet_train/C/C1326.jpg,C,kaggle_asl_alphabet
raw/asl_alphabet_train/S/S163.jpg,S,kaggle_asl_alphabet
raw/asl_alphabet_train/Z/Z1217.jpg,Z,kaggle_asl_alphabet
raw/asl_alphabet_train/H/H83.jpg,H,kaggle_asl_alphabet
raw/asl_alphabet_train/J/J1765.jpg,J,kaggle_asl_alphabet
raw/asl_alphabet_train/S/S583.jpg,S,kaggle_asl_alphabet
raw/asl_alphabet_train/U/U2028.jpg,U,kaggle_asl_alphabet
raw/asl_alphabet_train/space/space944.jpg,space,kaggle_asl_alphabet
raw/asl_alphabet_train/Y/Y1035.jpg,Y,kaggle_asl_alphabet
raw/asl_alphabet_train/space/space1095.jpg,space,kaggle_asl_alphabet
raw/asl_alphabet_train/J/J2565.jpg,J,kaggle_asl_alphabet
raw/asl_alphabet_train/P/P1007.jpg,P,kaggle_asl_alphabet
raw/asl_alphabet_train/A/A1949.jpg,A,kaggle_asl_alphabet
raw/asl_alphabet_train/A/A1428.jpg,A,kaggle_asl_alphabet
raw/asl_alphabet_train/del/del503.jpg,del,kaggle_asl_alphabet
raw/asl_alphabet_train/A/A1367.jpg,A,kaggle_asl_alphabet
raw/asl_alphabet_train/Z/Z2798.jpg,Z,kaggle_asl_alphabet
raw/asl_alphabet_train/B/B2223.jpg,B,kaggle_asl_alphabet
raw/asl_alphabet_train/C/C1765.jpg,C,kaggle_asl_alphabet
raw/asl_alphabet_train/M/M2368.jpg,M,kaggle_asl_alphabet
raw/asl_alphabet_train/D/D2233.jpg,D,kaggle_asl_alphabet
raw/asl_alphabet_train/del/del2582.jpg,del,kaggle_asl_alphabet
raw/asl_alphabet_train/F/F2677.jpg,F,kaggle_asl_alphabet
raw/asl_alphabet_train/nothing/nothing785.jpg,nothing,kaggle_asl_alphabet
raw/asl_alphabet_train/Q/Q1923.jpg,Q,kaggle_asl_alphabet
raw/asl_alphabet_train/I/I1685.jpg,I,kaggle_asl_alphabet
raw/asl_alphabet_train/W/W1649.jpg,W,kaggle_asl_alphabet
raw/asl_alphabet_train/X/X746.jpg,X,kaggle_asl_alphabet
raw/asl_alphabet_train/F/F831.jpg,F,kaggle_asl_alphabet
raw/asl_alphabet_train/U/U212.jpg,U,kaggle_asl_alphabet
raw/asl_alphabet_train/Y/Y1467.jpg,Y,kaggle_asl_alphabet
raw/asl_alphabet_train/nothing/nothing217.jpg,nothing,kaggle_asl_alphabet
raw/asl_alphabet_train/S/S211.jpg,S,kaggle_asl_alphabet
raw/asl_alphabet_train/U/U1631.jpg,U,kaggle_asl_alphabet
raw/asl_alphabet_train/R/R1217.jpg,R,kaggle_asl_alphabet
raw/asl_alphabet_train/T/T1018.jpg,T,kaggle_asl_alphabet
raw/asl_alphabet_train/U/U289.jpg,U,kaggle_asl_alphabet
raw/asl_alphabet_train/E/E1012.jpg,E,kaggle_asl_alphabet
raw/asl_alphabet_train/I/I1294.jpg,I,kaggle_asl_alphabet
raw/asl_alphabet_train/G/G53.jpg,G,kaggle_asl_alphabet
raw/asl_alphabet_train/space/space767.jpg,space,kaggle_asl_alphabet
raw/asl_alphabet_train/T/T600.jpg,T,kaggle_asl_alphabet
raw/asl_alphabet_train/C/C716.jpg,C,kaggle_asl_alphabet
raw/asl_alphabet_train/del/del1399.jpg,del,kaggle_asl_alphabet
raw/asl_alphabet_train/A/A700.jpg,A,kaggle_asl_alphabet
raw/asl_alphabet_train/V/V1460.jpg,V,kaggle_asl_alphabet
raw/asl_alphabet_train/space/space635.jpg,space,kaggle_asl_alphabet
raw/asl_alphabet_train/G/G2933.jpg,G,kaggle_asl_alphabet
raw/asl_alphabet_train/T/T1124.jpg,T,kaggle_asl_alphabet
raw/asl_alphabet_train/T/T860.jpg,T,kaggle_asl_alphabet
raw/asl_alphabet_train/space/space1281.jpg,space,kaggle_asl_alphabet
raw/asl_alphabet_train/D/D2369.jpg,D,kaggle_asl_alphabet
raw/asl_alphabet_train/L/L2900.jpg,L,kaggle_asl_alphabet
raw/asl_alphabet_train/K/K1296.jpg,K,kaggle_asl_alphabet
raw/asl_alphabet_train/T/T1846.jpg,T,kaggle_asl_alphabet
raw/asl_alphabet_train/space/space1594.jpg,space,kaggle_asl_alphabet
raw/asl_alphabet_train/W/W101.jpg,W,kaggle_asl_alphabet
raw/asl_alphabet_train/S/S2089.jpg,S,kaggle_asl_alphabet
raw/asl_alphabet_train/M/M1078.jpg,M,kaggle_asl_alphabet
raw/asl_alphabet_train/R/R1529.jpg,R,kaggle_asl_alphabet
raw/asl_alphabet_train/Y/Y1221.jpg,Y,kaggle_asl_alphabet
raw/asl_alphabet_train/T/T829.jpg,T,kaggle_asl_alphabet
raw/asl_alphabet_train/V/V1866.jpg,V,kaggle_asl_alphabet
raw/asl_alphabet_train/E/E2121.jpg,E,kaggle_asl_alphabet
raw/asl_alphabet_train/L/L1601.jpg,L,kaggle_asl_alphabet
raw/asl_alphabet_train/C/C2577.jpg,C,kaggle_asl_alphabet
raw/asl_alphabet_train/S/S475.jpg,S,kaggle_asl_alphabet
raw/asl_alphabet_train/L/L1122.jpg,L,kaggle_asl_alphabet
raw/asl_alphabet_train/E/E1231.jpg,E,kaggle_asl_alphabet
raw/asl_alphabet_train/Q/Q2749.jpg,Q,kaggle_asl_alphabet
raw/asl_alphabet_train/B/B575.jpg,B,kaggle_asl_alphabet
raw/asl_alphabet_train/nothing/nothing693.jpg,nothing,kaggle_asl_alphabet
raw/asl_alphabet_train/U/U234.jpg,U,kaggle_asl_alphabet
raw/asl_alphabet_train/G/G2419.jpg,G,kaggle_asl_alphabet
raw/asl_alphabet_train/F/F1250.jpg,F,kaggle_asl_alphabet
raw/asl_alphabet_train/C/C98.jpg,C,kaggle_asl_alphabet
raw/asl_alphabet_train/L/L966.jpg,L,kaggle_asl_alphabet
raw/asl_alphabet_train/Y/Y1312.jpg,Y,kaggle_asl_alphabet
raw/asl_alphabet_train/nothing/nothing1901.jpg,nothing,kaggle_asl_alphabet
raw/asl_alphabet_train/V/V2640.jpg,V,kaggle_asl_alphabet
raw/asl_alphabet_train/del/del2946.jpg,del,kaggle_asl_alphabet
raw/asl_alphabet_train/Z/Z2020.jpg,Z,kaggle_asl_alphabet
raw/asl_alphabet_train/Q/Q250.jpg,Q,kaggle_asl_alphabet
raw/asl_alphabet_train/N/N2191.jpg,N,kaggle_asl_alphabet
raw/asl_alphabet_train/del/del473.jpg,del,kaggle_asl_alphabet
raw/asl_alphabet_train/space/space175.jpg,space,kaggle_asl_alphabet
raw/asl_alphabet_train/T/T2943.jpg,T,kaggle_asl_alphabet
raw/asl_alphabet_train/I/I1747.jpg,I,kaggle_asl_alphabet
raw/asl_alphabet_train/K/K2339.jpg,K,kaggle_asl_alphabet
raw/asl_alphabet_train/S/S279.jpg,S,kaggle_asl_alphabet
raw/asl_alphabet_train/C/C1990.jpg,C,kaggle_asl_alphabet
raw/asl_alphabet_train/E/E1903.jpg,E,kaggle_asl_alphabet
raw/asl_alphabet_train/J/J192.jpg,J,kaggle_asl_alphabet
raw/asl_alphabet_train/R/R2493.jpg,R,kaggle_asl_alphabet
raw/asl_alphabet_train/S/S2983.jpg,S,kaggle_asl_alphabet
raw/asl_alphabet_train/F/F404.jpg,F,kaggle_asl_alphabet
raw/asl_alphabet_train/N/N653.jpg,N,kaggle_asl_alphabet
raw/asl_alphabet_train/N/N2888.jpg,N,kaggle_asl_alphabet
raw/asl_alphabet_train/A/A1800.jpg,A,kaggle_asl_alphabet
