path,label
asl_alphabet_train/A/A1880.jpg,A
asl_alphabet_train/A/A1164.jpg,A
asl_alphabet_train/del/del998.jpg,del
asl_alphabet_train/A/A811.jpg,A
asl_alphabet_train/Z/Z235.jpg,Z
asl_alphabet_train/B/B1762.jpg,B
asl_alphabet_train/C/C1560.jpg,C
asl_alphabet_train/M/M2947.jpg,M
asl_alphabet_train/D/D1727.jpg,D
asl_alphabet_train/del/del1598.jpg,del
asl_alphabet_train/F/F13.jpg,F
asl_alphabet_train/nothing/nothing2424.jpg,nothing
asl_alphabet_train/Q/Q147.jpg,Q
asl_alphabet_train/I/I1885.jpg,I
asl_alphabet_train/W/W778.jpg,W
asl_alphabet_train/X/X859.jpg,X
asl_alphabet_train/F/F1264.jpg,F
asl_alphabet_train/U/U1088.jpg,U
asl_alphabet_train/Y/Y965.jpg,Y
asl_alphabet_train/nothing/nothing1580.jpg,nothing
asl_alphabet_train/S/S797.jpg,S
asl_alphabet_train/U/U2522.jpg,U
asl_alphabet_train/R/R2565.jpg,R
asl_alphabet_train/T/T2682.jpg,T
asl_alphabet_train/U/U1487.jpg,U
asl_alphabet_train/E/E1432.jpg,E
asl_alphabet_train/I/I642.jpg,I
asl_alphabet_train/G/G2034.jpg,G
asl_alphabet_train/space/space1163.jpg,space
asl_alphabet_train/T/T2272.jpg,T
asl_alphabet_train/C/C362.jpg,C
asl_alphabet_train/del/del2001.jpg,del
asl_alphabet_train/A/A367.jpg,A
asl_alphabet_train/V/V2743.jpg,V
asl_alphabet_train/space/space754.jpg,space
asl_alphabet_train/G/G2643.jpg,G
asl_alphabet_train/T/T314.jpg,T
asl_alphabet_train/T/T2467.jpg,T
asl_alphabet_train/space/space1609.jpg,space
asl_alphabet_train/D/D1313.jpg,D
asl_alphabet_train/L/L233.jpg,L
asl_alphabet_train/K/K2595.jpg,K
asl_alphabet_train/T/T1102.jpg,T
asl_alphabet_train/space/space2689.jpg,space
asl_alphabet_train/W/W1260.jpg,W
asl_alphabet_train/S/S1972.jpg,S
asl_alphabet_train/M/M2667.jpg,M
asl_alphabet_train/R/R173.jpg,R
asl_alphabet_train/Y/Y829.jpg,Y
asl_alphabet_train/T/T2667.jpg,T
asl_alphabet_train/V/V2693.jpg,V
asl_alphabet_train/E/E2995.jpg,E
asl_alphabet_train/L/L2666.jpg,L
asl_alphabet_train/C/C66.jpg,C
asl_alphabet_train/S/S2423.jpg,S
asl_alphabet_train/L/L2878.jpg,L
asl_alphabet_train/E/E2925.jpg,E
asl_alphabet_train/Q/Q1103.jpg,Q
asl_alphabet_train/B/B2548.jpg,B
asl_alphabet_train/nothing/nothing2579.jpg,nothing
asl_alphabet_train/U/U1316.jpg,U
asl_alphabet_train/G/G2929.jpg,G
asl_alphabet_train/F/F940.jpg,F
asl_alphabet_train/C/C957.jpg,C
asl_alphabet_train/L/L2069.jpg,L
asl_alphabet_train/Y/Y828.jpg,Y
asl_alphabet_train/nothing/nothing2476.jpg,nothing
asl_alphabet_train/V/V2512.jpg,V
asl_alphabet_train/del/del2069.jpg,del
asl_alphabet_train/Z/Z2288.jpg,Z
asl_alphabet_train/Q/Q548.jpg,Q
asl_alphabet_train/N/N1022.jpg,N
asl_alphabet_train/del/del1472.jpg,del
asl_alphabet_train/space/space2610.jpg,space
asl_alphabet_train/T/T1252.jpg,T
asl_alphabet_train/I/I1729.jpg,I
asl_alphabet_train/K/K622.jpg,K
asl_alphabet_train/S/S2240.jpg,S
asl_alphabet_train/C/C1990.jpg,C
asl_alphabet_train/E/E1081.jpg,E
asl_alphabet_train/J/J116.jpg,J
asl_alphabet_train/R/R2876.jpg,R
asl_alphabet_train/S/S2914.jpg,S
asl_alphabet_train/F/F751.jpg,F
asl_alphabet_train/N/N242.jpg,N
asl_alphabet_train/N/N829.jpg,N
asl_alphabet_train/A/A2390.jpg,A
asl_alphabet_train/space/space472.jpg,space
asl_alphabet_train/H/H2881.jpg,H
asl_alphabet_train/Y/Y1684.jpg,Y
asl_alphabet_train/U/U501.jpg,U
asl_alphabet_train/H/H515.jpg,H
asl_alphabet_train/J/J2086.jpg,J
asl_alphabet_train/O/O1131.jpg,O
asl_alphabet_train/S/S1475.jpg,S
asl_alphabet_train/Q/Q1276.jpg,Q
asl_alphabet_train/Z/Z661.jpg,Z
asl_alphabet_train/T/T796.jpg,T
asl_alphabet_train/del/del1246.jpg,del
asl_alphabet_train/D/D2122.jpg,D
asl_alphabet_train/S/S2261.jpg,S
asl_alphabet_train/R/R683.jpg,R
asl_alphabet_train/B/B1782.jpg,B
asl_alphabet_train/P/P157.jpg,P
asl_alphabet_train/J/J1703.jpg,J
asl_alphabet_train/Q/Q1483.jpg,Q
asl_alphabet_train/O/O720.jpg,O
asl_alphabet_train/W/W2939.jpg,W
asl_alphabet_train/H/H2839.jpg,H
asl_alphabet_train/J/J548.jpg,J
asl_alphabet_train/A/A589.jpg,A
asl_alphabet_train/L/L1726.jpg,L
asl_alphabet_train/I/I611.jpg,I
asl_alphabet_train/F/F715.jpg,F
asl_alphabet_train/Y/Y2512.jpg,Y
asl_alphabet_train/Q/Q2636.jpg,Q
asl_alphabet_train/K/K977.jpg,K
asl_alphabet_train/K/K2771.jpg,K
asl_alphabet_train/K/K216.jpg,K
asl_alphabet_train/I/I2941.jpg,I
asl_alphabet_train/L/L1157.jpg,L
asl_alphabet_train/X/X2073.jpg,X
asl_alphabet_train/J/J288.jpg,J
asl_alphabet_train/V/V807.jpg,V
asl_alphabet_train/I/I625.jpg,I
asl_alphabet_train/H/H852.jpg,H
asl_alphabet_train/H/H1931.jpg,H
asl_alphabet_train/F/F1938.jpg,F
asl_alphabet_train/I/I1271.jpg,I
asl_alphabet_train/D/D2306.jpg,D
asl_alphabet_train/P/P2593.jpg,P
asl_alphabet_train/G/G2588.jpg,G
asl_alphabet_train/E/E175.jpg,E
asl_alphabet_train/D/D2752.jpg,D
asl_alphabet_train/A/A1949.jpg,A
asl_alphabet_train/P/P1722.jpg,P
asl_alphabet_train/S/S114.jpg,S
asl_alphabet_train/I/I1752.jpg,I
asl_alphabet_train/P/P767.jpg,P
asl_alphabet_train/M/M179.jpg,M
asl_alphabet_train/nothing/nothing2143.jpg,nothing
asl_alphabet_train/Z/Z461.jpg,Z
asl_alphabet_train/Z/Z139.jpg,Z
asl_alphabet_train/A/A573.jpg,A
asl_alphabet_train/W/W537.jpg,W
asl_alphabet_train/F/F881.jpg,F
asl_alphabet_train/T/T1345.jpg,T
asl_alphabet_train/G/G555.jpg,G
asl_alphabet_train/F/F1740.jpg,F
asl_alphabet_train/nothing/nothing2317.jpg,nothing
asl_alphabet_train/L/L1090.jpg,L
asl_alphabet_train/del/del985.jpg,del
asl_alphabet_train/Z/Z806.jpg,Z
asl_alphabet_train/J/J902.jpg,J
asl_alphabet_train/L/L1220.jpg,L
asl_alphabet_train/M/M2859.jpg,M
asl_alphabet_train/S/S1057.jpg,S
asl_alphabet_train/P/P1204.jpg,P
asl_alphabet_train/X/X1699.jpg,X
asl_alphabet_train/I/I983.jpg,I
asl_alphabet_train/M/M1646.jpg,M
asl_alphabet_train/J/J592.jpg,J
asl_alphabet_train/space/space2160.jpg,space
asl_alphabet_train/del/del843.jpg,del
asl_alphabet_train/X/X1586.jpg,X
asl_alphabet_train/T/T2239.jpg,T
asl_alphabet_train/H/H2341.jpg,H
asl_alphabet_train/P/P1279.jpg,P
asl_alphabet_train/X/X2315.jpg,X
asl_alphabet_train/L/L35.jpg,L
asl_alphabet_train/D/D2904.jpg,D
asl_alphabet_train/G/G537.jpg,G
asl_alphabet_train/S/S98.jpg,S
asl_alphabet_train/D/D1198.jpg,D
asl_alphabet_train/J/J988.jpg,J
asl_alphabet_train/B/B1225.jpg,B
asl_alphabet_train/K/K2517.jpg,K
asl_alphabet_train/H/H176.jpg,H
asl_alphabet_train/G/G2031.jpg,G
asl_alphabet_train/H/H1448.jpg,H
asl_alphabet_train/G/G2018.jpg,G
asl_alphabet_train/Y/Y2035.jpg,Y
asl_alphabet_train/W/W804.jpg,W
asl_alphabet_train/B/B2243.jpg,B
asl_alphabet_train/nothing/nothing103.jpg,nothing
asl_alphabet_train/T/T551.jpg,T
asl_alphabet_train/N/N1425.jpg,N
asl_alphabet_train/J/J2381.jpg,J
asl_alphabet_train/K/K1258.jpg,K
asl_alphabet_train/C/C142.jpg,C
asl_alphabet_train/E/E1205.jpg,E
asl_alphabet_train/A/A2597.jpg,A
asl_alphabet_train/space/space1151.jpg,space
asl_alphabet_train/R/R278.jpg,R
asl_alphabet_train/del/del2619.jpg,del
asl_alphabet_train/K/K624.jpg,K
asl_alphabet_train/N/N421.jpg,N
asl_alphabet_train/I/I847.jpg,I
asl_alphabet_train/H/H112.jpg,H
asl_alphabet_train/E/E1254.jpg,E
asl_alphabet_train/C/C880.jpg,C
asl_alphabet_train/J/J305.jpg,J
asl_alphabet_train/E/E180.jpg,E
asl_alphabet_train/S/S703.jpg,S
asl_alphabet_train/W/W623.jpg,W
asl_alphabet_train/G/G784.jpg,G
asl_alphabet_train/V/V2721.jpg,V
asl_alphabet_train/I/I1954.jpg,I
asl_alphabet_train/O/O1684.jpg,O
asl_alphabet_train/V/V1167.jpg,V
asl_alphabet_train/S/S740.jpg,S
asl_alphabet_train/V/V1485.jpg,V
asl_alphabet_train/space/space2918.jpg,space
asl_alphabet_train/J/J2825.jpg,J
asl_alphabet_train/I/I1919.jpg,I
asl_alphabet_train/R/R1573.jpg,R
asl_alphabet_train/V/V1581.jpg,V
asl_alphabet_train/W/W2623.jpg,W
asl_alphabet_train/G/G2166.jpg,G
asl_alphabet_train/G/G800.jpg,G
asl_alphabet_train/E/E1380.jpg,E
asl_alphabet_train/Q/Q2948.jpg,Q
asl_alphabet_train/nothing/nothing2915.jpg,nothing
asl_alphabet_train/K/K479.jpg,K
asl_alphabet_train/L/L2724.jpg,L
asl_alphabet_train/M/M64.jpg,M
asl_alphabet_train/A/A2101.jpg,A
asl_alphabet_train/space/space1270.jpg,space
asl_alphabet_train/R/R1244.jpg,R
asl_alphabet_train/J/J1752.jpg,J
asl_alphabet_train/O/O2392.jpg,O
asl_alphabet_train/nothing/nothing752.jpg,nothing
asl_alphabet_train/W/W2727.jpg,W
asl_alphabet_train/nothing/nothing385.jpg,nothing
asl_alphabet_train/R/R1044.jpg,R
asl_alphabet_train/B/B2525.jpg,B
asl_alphabet_train/P/P2214.jpg,P
asl_alphabet_train/E/E1441.jpg,E
asl_alphabet_train/J/J1601.jpg,J
asl_alphabet_train/L/L1050.jpg,L
asl_alphabet_train/I/I695.jpg,I
asl_alphabet_train/H/H1189.jpg,H
asl_alphabet_train/F/F376.jpg,F
asl_alphabet_train/M/M1432.jpg,M
asl_alphabet_train/del/del726.jpg,del
asl_alphabet_train/P/P1704.jpg,P
asl_alphabet_train/del/del2210.jpg,del
asl_alphabet_train/space/space1782.jpg,space
asl_alphabet_train/J/J2791.jpg,J
asl_alphabet_train/V/V1841.jpg,V
asl_alphabet_train/Y/Y1171.jpg,Y
asl_alphabet_train/M/M211.jpg,M
asl_alphabet_train/G/G883.jpg,G
asl_alphabet_train/H/H937.jpg,H
asl_alphabet_train/B/B1974.jpg,B
asl_alphabet_train/R/R104.jpg,R
asl_alphabet_train/G/G242.jpg,G
asl_alphabet_train/W/W2910.jpg,W
asl_alphabet_train/S/S601.jpg,S
asl_alphabet_train/Q/Q706.jpg,Q
asl_alphabet_train/S/S1538.jpg,S
asl_alphabet_train/C/C2690.jpg,C
asl_alphabet_train/R/R1558.jpg,R
asl_alphabet_train/H/H952.jpg,H
asl_alphabet_train/L/L343.jpg,L
asl_alphabet_train/W/W1869.jpg,W
asl_alphabet_train/U/U1413.jpg,U
asl_alphabet_train/space/space1372.jpg,space
asl_alphabet_train/V/V1125.jpg,V
asl_alphabet_train/V/V222.jpg,V
asl_alphabet_train/D/D2958.jpg,D
asl_alphabet_train/G/G808.jpg,G
asl_alphabet_train/nothing/nothing193.jpg,nothing
asl_alphabet_train/L/L1776.jpg,L
asl_alphabet_train/I/I912.jpg,I
asl_alphabet_train/Z/Z2239.jpg,Z
asl_alphabet_train/U/U483.jpg,U
asl_alphabet_train/G/G389.jpg,G
asl_alphabet_train/Z/Z2040.jpg,Z
asl_alphabet_train/Y/Y1478.jpg,Y
asl_alphabet_train/nothing/nothing1374.jpg,nothing
asl_alphabet_train/A/A2968.jpg,A
asl_alphabet_train/F/F546.jpg,F
asl_alphabet_train/U/U383.jpg,U
asl_alphabet_train/nothing/nothing2749.jpg,nothing
asl_alphabet_train/B/B2510.jpg,B
asl_alphabet_train/Z/Z2991.jpg,Z
asl_alphabet_train/C/C1629.jpg,C
asl_alphabet_train/V/V1343.jpg,V
asl_alphabet_train/W/W1158.jpg,W
asl_alphabet_train/Z/Z747.jpg,Z
asl_alphabet_train/W/W2444.jpg,W
asl_alphabet_train/I/I1173.jpg,I
asl_alphabet_train/D/D1833.jpg,D
asl_alphabet_train/J/J1537.jpg,J
asl_alphabet_train/Y/Y2478.jpg,Y
asl_alphabet_train/J/J2944.jpg,J
asl_alphabet_train/I/I1312.jpg,I
asl_alphabet_train/space/space1357.jpg,space
asl_alphabet_train/E/E41.jpg,E
asl_alphabet_train/L/L1039.jpg,L
asl_alphabet_train/C/C1610.jpg,C
asl_alphabet_train/T/T2993.jpg,T
asl_alphabet_train/I/I1013.jpg,I
asl_alphabet_train/K/K2334.jpg,K
asl_alphabet_train/W/W2614.jpg,W
asl_alphabet_train/del/del1043.jpg,del
asl_alphabet_train/T/T1568.jpg,T
asl_alphabet_train/space/space2554.jpg,space
asl_alphabet_train/N/N1664.jpg,N
asl_alphabet_train/J/J1736.jpg,J
asl_alphabet_train/C/C1482.jpg,C
asl_alphabet_train/Q/Q118.jpg,Q
asl_alphabet_train/S/S2509.jpg,S
asl_alphabet_train/H/H1577.jpg,H
asl_alphabet_train/L/L952.jpg,L
asl_alphabet_train/K/K600.jpg,K
asl_alphabet_train/nothing/nothing1621.jpg,nothing
asl_alphabet_train/S/S2774.jpg,S
asl_alphabet_train/T/T2737.jpg,T
asl_alphabet_train/space/space1290.jpg,space
asl_alphabet_train/J/J1487.jpg,J
asl_alphabet_train/N/N2215.jpg,N
asl_alphabet_train/O/O2289.jpg,O
asl_alphabet_train/N/N627.jpg,N
asl_alphabet_train/O/O2866.jpg,O
asl_alphabet_train/Q/Q186.jpg,Q
asl_alphabet_train/N/N2267.jpg,N
asl_alphabet_train/nothing/nothing2785.jpg,nothing
asl_alphabet_train/B/B2494.jpg,B
asl_alphabet_train/W/W2774.jpg,W
asl_alphabet_train/L/L1238.jpg,L
asl_alphabet_train/X/X1129.jpg,X
asl_alphabet_train/K/K2330.jpg,K
asl_alphabet_train/U/U862.jpg,U
asl_alphabet_train/S/S468.jpg,S
asl_alphabet_train/V/V2668.jpg,V
asl_alphabet_train/N/N2816.jpg,N
asl_alphabet_train/space/space2998.jpg,space
asl_alphabet_train/N/N733.jpg,N
asl_alphabet_train/T/T1099.jpg,T
asl_alphabet_train/L/L1180.jpg,L
asl_alphabet_train/S/S996.jpg,S
asl_alphabet_train/Q/Q2736.jpg,Q
asl_alphabet_train/B/B838.jpg,B
asl_alphabet_train/Z/Z2460.jpg,Z
asl_alphabet_train/space/space897.jpg,space
asl_alphabet_train/R/R599.jpg,R
asl_alphabet_train/U/U2376.jpg,U
asl_alphabet_train/X/X2829.jpg,X
asl_alphabet_train/D/D1914.jpg,D
asl_alphabet_train/C/C2912.jpg,C
